Raw file	m/z	Peaks / Da	Single peaks / Da	Isotope patterns / Da	Single isotope patterns / Da	SILAC pairs / Da	Identified SILAC pairs / Da	SILAC identification rate [%]
hs0043	100	0	0	0	0	0	0	NaN
hs0043	101	0	0	0	0	0	0	NaN
hs0043	102	0	0	0	0	0	0	NaN
hs0043	103	0	0	0	0	0	0	NaN
hs0043	104	0	0	0	0	0	0	NaN
hs0043	105	0	0	0	0	0	0	NaN
hs0043	106	0	0	0	0	0	0	NaN
hs0043	107	0	0	0	0	0	0	NaN
hs0043	108	0	0	0	0	0	0	NaN
hs0043	109	0	0	0	0	0	0	NaN
hs0043	110	0	0	0	0	0	0	NaN
hs0043	111	0	0	0	0	0	0	NaN
hs0043	112	0	0	0	0	0	0	NaN
hs0043	113	0	0	0	0	0	0	NaN
hs0043	114	0	0	0	0	0	0	NaN
hs0043	115	0	0	0	0	0	0	NaN
hs0043	116	0	0	0	0	0	0	NaN
hs0043	117	0	0	0	0	0	0	NaN
hs0043	118	0	0	0	0	0	0	NaN
hs0043	119	0	0	0	0	0	0	NaN
hs0043	120	0	0	0	0	0	0	NaN
hs0043	121	0	0	0	0	0	0	NaN
hs0043	122	0	0	0	0	0	0	NaN
hs0043	123	0	0	0	0	0	0	NaN
hs0043	124	0	0	0	0	0	0	NaN
hs0043	125	0	0	0	0	0	0	NaN
hs0043	126	0	0	0	0	0	0	NaN
hs0043	127	0	0	0	0	0	0	NaN
hs0043	128	0	0	0	0	0	0	NaN
hs0043	129	0	0	0	0	0	0	NaN
hs0043	130	0	0	0	0	0	0	NaN
hs0043	131	0	0	0	0	0	0	NaN
hs0043	132	0	0	0	0	0	0	NaN
hs0043	133	0	0	0	0	0	0	NaN
hs0043	134	0	0	0	0	0	0	NaN
hs0043	135	0	0	0	0	0	0	NaN
hs0043	136	0	0	0	0	0	0	NaN
hs0043	137	0	0	0	0	0	0	NaN
hs0043	138	0	0	0	0	0	0	NaN
hs0043	139	0	0	0	0	0	0	NaN
hs0043	140	0	0	0	0	0	0	NaN
hs0043	141	0	0	0	0	0	0	NaN
hs0043	142	0	0	0	0	0	0	NaN
hs0043	143	0	0	0	0	0	0	NaN
hs0043	144	0	0	0	0	0	0	NaN
hs0043	145	0	0	0	0	0	0	NaN
hs0043	146	0	0	0	0	0	0	NaN
hs0043	147	0	0	0	0	0	0	NaN
hs0043	148	0	0	0	0	0	0	NaN
hs0043	149	0	0	0	0	0	0	NaN
hs0043	150	0	0	0	0	0	0	NaN
hs0043	151	0	0	0	0	0	0	NaN
hs0043	152	0	0	0	0	0	0	NaN
hs0043	153	0	0	0	0	0	0	NaN
hs0043	154	0	0	0	0	0	0	NaN
hs0043	155	0	0	0	0	0	0	NaN
hs0043	156	0	0	0	0	0	0	NaN
hs0043	157	0	0	0	0	0	0	NaN
hs0043	158	0	0	0	0	0	0	NaN
hs0043	159	0	0	0	0	0	0	NaN
hs0043	160	0	0	0	0	0	0	NaN
hs0043	161	0	0	0	0	0	0	NaN
hs0043	162	0	0	0	0	0	0	NaN
hs0043	163	0	0	0	0	0	0	NaN
hs0043	164	0	0	0	0	0	0	NaN
hs0043	165	0	0	0	0	0	0	NaN
hs0043	166	0	0	0	0	0	0	NaN
hs0043	167	0	0	0	0	0	0	NaN
hs0043	168	0	0	0	0	0	0	NaN
hs0043	169	0	0	0	0	0	0	NaN
hs0043	170	0	0	0	0	0	0	NaN
hs0043	171	0	0	0	0	0	0	NaN
hs0043	172	0	0	0	0	0	0	NaN
hs0043	173	0	0	0	0	0	0	NaN
hs0043	174	0	0	0	0	0	0	NaN
hs0043	175	0	0	0	0	0	0	NaN
hs0043	176	0	0	0	0	0	0	NaN
hs0043	177	0	0	0	0	0	0	NaN
hs0043	178	0	0	0	0	0	0	NaN
