Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0117	1	0	20.004	0.38647	100	650.18	8393.2	0	-1.435	2.138	15.31	15.31	30.47	28.3	1.043	0	1.043	0.01876	1.799	0.5508	7.186	5345.2	0.159999996423721
hs0117	2	1	20.011	0.26745	100	18262000	55142000	0	-1.435	2.151	15.43	15.43	30.67	28.49	1.047	0	1.047	0.0191	1.825	1.6915	7.186	3586263.5	0.159999996423721
hs0117	3	2	20.015	0.26745	100	17846000	56001000	0	-1.435	2.16	15.52	15.52	30.81	28.62	1.049	0	1.049	0.01933	1.842	1.6952	7.186	3603128	0.00999999977648258
hs0117	4	3	20.02	0.26745	3.2	116420000	239160000	0	-1.435	2.17	15.6	15.6	30.95	28.76	1.052	0	1.052	0.01957	1.86	0.9376	7.186	843880.3	1
hs0117	5	4	20.024	0.93567	3.2	115230000	243360000	2	-1.435	2.179	15.69	15.69	31.09	28.89	1.055	0	1.055	0.0198	1.877	0.9407	7.186	851710.6	1
hs0117	8	5	20.04	0.26756	0.73	143360000	265060000	0	-1.435	2.212	15.98	15.98	31.57	29.35	1.065	0	1.065	0.02063	1.937	0.7122	7.186	280401.5	1
hs0117	9	6	20.044	0.26733	0.66	151440000	276380000	0	-1.435	2.221	16.06	16.06	31.71	29.49	1.068	0	1.068	0.02086	1.954	0.7072	7.186	267911.3	1
hs0117	10	7	20.049	1.309	0.66	153120000	280790000	3	-1.435	2.23	16.15	16.15	31.85	29.62	1.071	0	1.071	0.0211	1.971	0.7078	7.186	269524.1	1
hs0117	14	8	20.071	0.26745	0.65	149330000	274760000	0	-1.435	2.276	16.56	16.56	32.53	30.27	1.085	0	1.085	0.02225	2.052	0.705	7.186	262409.3	1
hs0117	15	9	20.075	0.26745	0.65	154860000	275370000	0	-1.435	2.285	16.64	16.64	32.67	30.4	1.087	0	1.087	0.02249	2.068	0.7049	7.186	262227.4	1
hs0117	16	10	20.08	0.26745	0.64	156110000	280910000	0	-1.435	2.294	16.72	16.72	32.81	30.54	1.09	0	1.09	0.02273	2.085	0.7058	7.186	264556.6	1
hs0117	17	11	20.084	0.26745	0.63	148700000	265780000	0	-1.435	2.304	16.81	16.81	32.95	30.67	1.093	0	1.093	0.02296	2.101	0.6984	7.186	247379.1	1
hs0117	18	12	20.088	0.26745	0.62	160250000	287210000	0	-1.435	2.313	16.89	16.89	33.09	30.8	1.096	0	1.096	0.0232	2.117	0.7048	7.186	262046.8	1
hs0117	19	13	20.093	0.26745	0.66	160350000	290400000	0	-1.435	2.322	16.97	16.97	33.23	30.94	1.099	0	1.099	0.02343	2.133	0.7109	4.01	277218.5	1
hs0117	20	14	20.097	0.26745	0.61	152700000	271830000	0	-1.435	2.332	17.06	17.06	33.37	31.07	1.101	0	1.101	0.02367	2.149	0.6973	4.01	245542.4	1
hs0117	21	15	20.102	0.26733	0.59	161370000	288010000	0	-1.435	2.341	17.14	17.14	33.51	31.2	1.104	0	1.104	0.02391	2.165	0.7007	4.01	251831.7	1
hs0117	22	16	20.106	0.26756	1.1	142920000	264240000	0	-1.435	2.35	17.23	17.23	33.64	31.33	1.107	0	1.107	0.02414	2.18	0.7569	4.01	392159.8	1
hs0117	23	17	20.111	0.26733	1	145730000	273140000	0	-1.435	2.359	17.31	17.31	33.78	31.47	1.11	0	1.11	0.02438	2.196	0.7558	4.01	389564.8	1
hs0117	24	18	20.115	0.26745	1.1	144990000	272420000	0	-1.435	2.369	17.39	17.39	33.92	31.6	1.113	0	1.113	0.02461	2.212	0.7648	4.01	411884.4	1
hs0117	25	19	20.12	0.26745	1.1	148510000	272440000	0	-1.435	2.378	17.48	17.48	34.06	31.73	1.116	0	1.116	0.02485	2.227	0.7616	4.01	404099.1	1
hs0117	26	20	20.124	0.26756	1.1	139240000	262700000	0	-1.435	2.387	17.56	17.56	34.2	31.87	1.118	0	1.118	0.02508	2.243	0.7564	4.01	390937.8	1
hs0117	27	21	20.129	0.26733	1.1	142610000	267240000	0	-1.435	2.397	17.64	17.64	34.34	32	1.121	0	1.121	0.02532	2.258	0.76	4.01	399992.1	1
hs0117	28	22	20.133	0.26756	1.1	138450000	258190000	0	-1.435	2.406	17.73	17.73	34.48	32.13	1.124	0	1.124	0.02556	2.273	0.7591	4.01	397717.9	1
hs0117	29	23	20.137	0.26733	1.1	142860000	266540000	0	-1.435	2.415	17.81	17.81	34.62	32.26	1.127	0	1.127	0.02579	2.289	0.7631	4.01	407749.9	1
hs0117	30	24	20.142	0.26733	1.2	147460000	271040000	0	-1.435	2.425	17.9	17.9	34.76	32.4	1.13	0	1.13	0.02603	2.304	0.7674	4.01	418544.4	1
