Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0115	1	0	20.005	0.38647	100	715	7962.6	0	-1.3311	1.87	21.48	21.48	28.78	26.73	1.044	0	1.044	0.02525	2.419	0.5512	8.759	6029.8	0.119999997317791
hs0115	2	1	20.011	0.26733	100	20652000	48669000	0	-1.3311	1.885	21.62	21.62	28.95	26.89	1.046	0	1.046	0.02542	2.43	1.619	8.759	3253724.5	0.119999997317791
hs0115	3	2	20.016	0.26756	100	20483000	48713000	0	-1.3311	1.895	21.72	21.72	29.07	27	1.048	0	1.048	0.02554	2.437	1.6158	8.759	3239285.8	0.00999999977648258
hs0115	4	3	20.02	0.26745	2.6	93865000	170340000	0	-1.3311	1.906	21.82	21.82	29.18	27.11	1.05	0	1.05	0.02566	2.445	0.8221	8.759	555194.5	1
hs0115	5	4	20.024	0.26745	2.7	92871000	167420000	0	-1.3311	1.916	21.92	21.92	29.3	27.23	1.051	0	1.051	0.02578	2.452	0.8217	8.759	554179	1
hs0115	6	5	20.029	0.60162	0.78	113660000	185550000	1	-1.3311	1.927	22.02	22.02	29.41	27.34	1.053	0	1.053	0.0259	2.459	0.6796	8.759	216530.5	1
hs0115	8	6	20.039	0.26756	0.72	111450000	182570000	0	-1.3311	1.95	22.24	22.24	29.67	27.59	1.057	0	1.057	0.02616	2.476	0.672	8.759	204063.9	1
hs0115	9	7	20.043	0.26733	0.72	108320000	179870000	0	-1.3311	1.961	22.34	22.34	29.79	27.7	1.058	0	1.058	0.02628	2.483	0.6702	8.759	201086.7	1
hs0115	10	8	20.048	0.86998	0.72	125720000	205420000	2	-1.3311	1.971	22.44	22.44	29.9	27.81	1.06	0	1.06	0.0264	2.49	0.6833	8.759	222596.6	1
hs0115	13	9	20.062	0.26745	0.65	111350000	179360000	0	-1.3311	2.005	22.76	22.76	30.28	28.17	1.065	0	1.065	0.02678	2.514	0.6593	8.759	183233.6	1
hs0115	14	10	20.067	0.26745	0.74	112210000	183480000	0	-1.3311	2.016	22.86	22.86	30.39	28.28	1.067	0	1.067	0.0269	2.521	0.6745	8.759	208255.7	1
hs0115	15	11	20.071	0.26745	0.74	114220000	187300000	0	-1.3311	2.026	22.95	22.95	30.51	28.4	1.069	0	1.069	0.02702	2.528	0.6764	8.759	211332.3	1
hs0115	16	12	20.076	0.26745	0.73	111880000	182430000	0	-1.3311	2.037	23.05	23.05	30.62	28.51	1.07	0	1.07	0.02714	2.535	0.6719	8.759	203891.5	1
hs0115	17	13	20.08	0.26745	0.73	114440000	189510000	0	-1.3311	2.047	23.15	23.15	30.74	28.62	1.072	0	1.072	0.02725	2.542	0.6752	8.759	209324.4	1
hs0115	18	14	20.085	0.26745	0.74	113680000	183440000	0	-1.3311	2.058	23.25	23.25	30.85	28.73	1.074	0	1.074	0.02737	2.549	0.6744	8.759	207961.8	1
hs0115	19	15	20.089	0.26745	0.72	134880000	223200000	0	-1.3311	2.068	23.35	23.35	30.97	28.84	1.075	0	1.075	0.02749	2.556	0.6934	8.759	239240.3	1
hs0115	20	16	20.094	0.26733	0.75	113660000	182500000	0	-1.3311	2.079	23.45	23.45	31.08	28.95	1.077	0	1.077	0.02761	2.563	0.6743	4.837	207931.6	1
hs0115	21	17	20.098	0.26756	0.62	115940000	186930000	0	-1.3311	2.089	23.55	23.55	31.2	29.06	1.079	0	1.079	0.02772	2.57	0.6585	4.837	181873	1
hs0115	22	18	20.102	0.6015	0.74	114910000	188260000	1	-1.3311	2.1	23.65	23.65	31.31	29.18	1.08	0	1.08	0.02784	2.577	0.6753	4.837	209425.7	1
hs0115	24	19	20.112	0.26745	1.3	113500000	192540000	0	-1.3311	2.124	23.87	23.87	31.57	29.43	1.084	0	1.084	0.02811	2.593	0.7399	4.837	349713	1
hs0115	25	20	20.117	0.26733	1.3	106690000	177520000	0	-1.3311	2.134	23.97	23.97	31.69	29.54	1.086	0	1.086	0.02823	2.6	0.7307	4.837	326826.5	1
hs0115	26	21	20.121	0.60162	1.3	112660000	191500000	1	-1.3311	2.145	24.06	24.06	31.8	29.65	1.087	0	1.087	0.02834	2.607	0.736	4.837	339941.8	1
hs0115	28	22	20.131	0.26756	1.3	104840000	173260000	0	-1.3311	2.168	24.29	24.29	32.06	29.9	1.091	0	1.091	0.02861	2.622	0.7247	4.837	311629.8	1
hs0115	29	23	20.136	0.26733	1.3	108390000	179490000	0	-1.3311	2.179	24.38	24.38	32.18	30.01	1.093	0	1.093	0.02873	2.629	0.7286	4.837	321424.9	1
hs0115	30	24	20.14	0.26756	1.4	103880000	173140000	0	-1.3311	2.189	24.48	24.48	32.29	30.12	1.094	0	1.094	0.02884	2.636	0.7348	4.837	336912.6	1
hs0115	31	25	20.145	0.26733	1.4	104360000	172210000	0	-1.3311	2.2	24.58	24.58	32.41	30.23	1.096	0	1.096	0.02896	2.643	0.7308	4.837	326970.1	1
hs0115	32	26	20.149	0.26756	1.4	114130000	191910000	0	-1.3311	2.21	24.68	24.68	32.52	30.35	1.098	0	1.098	0.02908	2.649	0.7482	4.837	370400.2	1
hs0115	33	27	20.154	0.26733	1.4	114200000	188050000	0	-1.3311	2.221	24.78	24.78	32.64	30.46	1.099	0	1.099	0.0292	2.656	0.7459	4.837	364681.9	1
hs0115	34	28	20.158	0.26745	1.3	105160000	175260000	0	-1.3311	2.231	24.88	24.88	32.75	30.57	1.101	0	1.101	0.02932	2.663	0.7258	4.837	314566.6	1
hs0115	35	29	20.163	0.26745	1.3	115520000	196970000	0	-1.3311	2.242	24.98	24.98	32.87	30.68	1.103	0	1.103	0.02943	2.67	0.7415	4.837	353831.6	1
hs0115	36	30	20.167	0.26745	1.4	113810000	190440000	0	-1.3311	2.252	25.07	25.07	32.98	30.79	1.104	0	1.104	0.02955	2.676	0.7486	4.837	371458	1
hs0115	37	31	20.172	0.6015	1.3	108430000	178530000	1	-1.3311	2.263	25.17	25.17	33.1	30.9	1.106	0	1.106	0.02967	2.683	0.7277	4.837	319358.3	1
hs0115	39	32	20.182	0.26756	1.4	115450000	199630000	0	-1.3311	2.286	25.39	25.39	33.36	31.15	1.11	0	1.11	0.02994	2.698	0.7504	3.831	375990.7	1
hs0115	40	33	20.186	0.26733	1.4	106600000	175220000	0	-1.3311	2.297	25.49	25.49	33.47	31.27	1.111	0	1.111	0.03005	2.705	0.7353	3.831	338308.7	1
hs0115	41	34	20.19	0.26745	1.3	112010000	183800000	0	-1.3311	2.307	25.59	25.59	33.59	31.38	1.113	0	1.113	0.03017	2.711	0.7294	3.831	323548	1
hs0115	42	35	20.195	0.26745	1.7	101300000	169330000	0	-1.3311	2.318	25.69	25.69	33.7	31.49	1.115	0	1.115	0.03029	2.718	0.7576	3.831	393994.8	1
hs0115	43	36	20.199	0.26745	1.7	101170000	173720000	0	-1.3311	2.328	25.79	25.79	33.82	31.6	1.116	0	1.116	0.03041	2.724	0.7554	3.831	388544.3	1
hs0115	44	37	20.204	0.26745	1.8	102410000	172030000	0	-1.3311	2.339	25.89	25.89	33.93	31.71	1.118	0	1.118	0.03053	2.731	0.7652	3.831	412974.9	1
hs0115	45	38	20.208	0.26733	1.8	103480000	172700000	0	-1.3311	2.349	25.99	25.99	34.05	31.82	1.119	0	1.119	0.03064	2.737	0.7654	3.831	413588.3	1
hs0115	46	39	20.213	0.26756	1.8	102170000	168600000	0	-1.3311	2.36	26.09	26.09	34.16	31.93	1.121	0	1.121	0.03076	2.744	0.7611	3.831	402868.8	1
hs0115	47	40	20.217	0.26733	1.8	108160000	183590000	0	-1.3311	2.37	26.18	26.18	34.28	32.05	1.123	0	1.123	0.03088	2.75	0.7724	3.831	431082.8	1
hs0115	48	41	20.222	0.26745	1.8	104370000	173130000	0	-1.3311	2.381	26.28	26.28	34.39	32.16	1.124	0	1.124	0.031	2.757	0.7682	3.831	420455	1
hs0115	49	42	20.226	0.26745	1.7	105930000	173940000	0	-1.3311	2.391	26.38	26.38	34.51	32.27	1.126	0	1.126	0.03111	2.763	0.7593	3.831	398187.9	1
hs0115	50	43	20.231	0.26745	1.8	113520000	193930000	0	-1.3311	2.402	26.48	26.48	34.63	32.38	1.128	0	1.128	0.03123	2.77	0.7813	3.831	453274.5	1
hs0115	51	44	20.235	0.26745	1.8	103170000	169180000	0	-1.3311	2.412	26.58	26.58	34.74	32.49	1.129	0	1.129	0.03135	2.776	0.7602	3.831	400431.9	1
hs0115	52	45	20.24	0.26745	1.6	107610000	187660000	0	-1.3311	2.423	26.68	26.68	34.86	32.6	1.131	0	1.131	0.03147	2.782	0.7635	3.831	408764.8	1
hs0115	53	46	20.244	0.26733	1.8	114850000	191560000	0	-1.3311	2.433	26.78	26.78	34.97	32.71	1.133	0	1.133	0.03159	2.789	0.7823	3.831	455841.2	1
hs0115	54	47	20.248	0.26756	1.7	105860000	171240000	0	-1.3311	2.444	26.87	26.87	35.09	32.83	1.134	0	1.134	0.0317	2.795	0.7559	3.831	389873.8	1
hs0115	55	48	20.253	0.26733	1.6	121250000	205300000	0	-1.3311	2.453	26.95	26.95	35.22	32.96	1.136	0	1.136	0.03175	2.793	0.7742	3.831	435442.9	1
hs0115	56	49	20.257	0.26745	1.8	120730000	201540000	0	-1.3311	2.461	27.01	27.01	35.37	33.1	1.139	0	1.139	0.03175	2.788	0.7847	3.349	461820.8	1
hs0115	57	50	20.262	0.26745	1.5	119070000	194300000	0	-1.3311	2.469	27.07	27.07	35.53	33.25	1.141	0	1.141	0.03175	2.782	0.7598	3.349	399492.5	1
hs0115	58	51	20.266	0.26745	1.5	110210000	178940000	0	-1.3311	2.477	27.12	27.12	35.68	33.39	1.144	0	1.144	0.03175	2.776	0.7499	3.349	374813	1
hs0115	59	52	20.271	0.26745	1.8	109400000	177900000	0	-1.3311	2.485	27.18	27.18	35.83	33.54	1.146	0	1.146	0.03175	2.77	0.7702	3.349	425540.5	1
hs0115	60	53	20.275	0.26745	2	104380000	169520000	0	-1.3311	2.493	27.24	27.24	35.98	33.68	1.148	0	1.148	0.03175	2.765	0.7733	3.349	433255.5	1
hs0115	61	54	20.28	0.26745	1.9	118920000	205540000	0	-1.3311	2.501	27.3	27.3	36.13	33.83	1.151	0	1.151	0.03175	2.759	0.8018	3.349	504464.9	1
hs0115	62	55	20.284	0.53478	2	115470000	202720000	1	-1.3311	2.509	27.36	27.36	36.28	33.97	1.153	0	1.153	0.03175	2.753	0.8076	3.349	519057	1
