Raw file	Scan number	Scan index	Retention time	Cycle time	Ion injection time	Base peak intensity	Total ion current	MS/MS count	Mass calibration	Peak length	Isotope pattern length	Multiplet length	Peaks / s	Single peaks / s	Isotope patterns / s	Single isotope patterns / s	Multiplets / s	Identified multiplets / s	Multiplet identification rate [%]	Intens Comp Factor	CTCD Comp	RawOvFtT	AGC Fill
hs0107	1	0	20.005	0.39551	99	857.16	11499	0	-1.7082	1.162	13.83	13.83	19.79	19.39	0.2071	0	0.2071	0	0	0.5509	10.658	5427.2	1
hs0107	2	1	20.011	0.26733	99	2308800	4972500	0	-1.7082	1.169	13.84	13.84	19.93	19.52	0.2081	0	0.2081	0	0	0.8391	10.658	597838.1	1
hs0107	3	2	20.016	0.26756	100	2230300	4947000	0	-1.7082	1.174	13.86	13.86	20.02	19.62	0.2088	0	0.2088	0	0	0.8399	10.658	599825.9	0.00999999977648258
hs0107	4	3	20.02	0.26733	42	2750900	5878900	0	-1.7082	1.179	13.87	13.87	20.12	19.71	0.2095	0	0.2095	0	0	0.7352	10.658	338070.9	1
hs0107	5	4	20.024	0.26745	41	2702700	5970000	0	-1.7082	1.184	13.88	13.88	20.21	19.8	0.2102	0	0.2102	0	0	0.7352	10.658	337977.9	1
hs0107	6	5	20.029	0.26745	30	2895500	6438900	0	-1.7082	1.188	13.89	13.89	20.3	19.89	0.2109	0	0.2109	0	0	0.7123	10.658	280779.7	1
hs0107	7	6	20.033	0.26745	29	2829200	6370600	0	-1.7082	1.193	13.9	13.9	20.39	19.98	0.2116	0	0.2116	0	0	0.7076	10.658	268952.5	1
hs0107	8	7	20.038	0.26745	27	2827900	6149200	0	-1.7082	1.198	13.91	13.91	20.48	20.07	0.2124	0	0.2124	0	0	0.6962	10.658	243789.5	1
hs0107	9	8	20.042	0.26745	26	2926800	6490900	0	-1.7082	1.203	13.93	13.93	20.58	20.16	0.2131	0	0.2131	0	0	0.6995	10.658	249131.3	1
hs0107	10	9	20.047	0.26745	25	2904100	6586300	0	-1.7082	1.208	13.94	13.94	20.67	20.25	0.2138	0	0.2138	0	0	0.6957	10.658	243006.9	1
hs0107	11	10	20.051	0.26745	23	2929300	6746700	0	-1.7082	1.212	13.95	13.95	20.76	20.34	0.2145	0	0.2145	0	0	0.6884	10.658	231031.5	1
hs0107	12	11	20.056	0.26733	22	2995900	6782200	0	-1.7082	1.217	13.96	13.96	20.85	20.43	0.2152	0	0.2152	0	0	0.6843	10.658	224261.8	1
hs0107	13	12	20.06	0.26756	22	3001800	6780100	0	-1.7082	1.222	13.97	13.97	20.95	20.52	0.2159	0	0.2159	0	0	0.6814	10.658	219511.1	1
hs0107	14	13	20.065	0.26733	21	2992000	7010200	0	-1.7082	1.227	13.98	13.98	21.04	20.62	0.2166	0	0.2166	0	0	0.6807	10.658	218268.8	1
hs0107	15	14	20.069	0.26745	20	3025500	6952500	0	-1.7082	1.231	13.99	13.99	21.13	20.71	0.2173	0	0.2173	0	0	0.6766	10.658	211548.9	1
hs0107	16	15	20.074	0.26745	20	2926400	6702000	0	-1.7082	1.236	14.01	14.01	21.22	20.8	0.218	0	0.218	0	0	0.6724	10.658	204672.5	1
hs0107	17	16	20.078	0.26745	19	2987300	6351700	0	-1.7082	1.241	14.02	14.02	21.31	20.89	0.2187	0	0.2187	0	0	0.6633	10.658	189805	1
hs0107	18	17	20.082	0.26745	20	2917000	6686300	0	-1.7082	1.246	14.03	14.03	21.41	20.98	0.2194	0	0.2194	0	0	0.669	10.658	199167.5	1
hs0107	19	18	20.087	0.26745	17	3198700	6980300	0	-1.7082	1.25	14.04	14.04	21.5	21.07	0.2201	0	0.2201	0	0	0.6612	10.658	186377.3	1
hs0107	20	19	20.091	0.26745	19	3064000	6861100	0	-1.7082	1.255	14.05	14.05	21.59	21.16	0.2208	0	0.2208	0	0	0.6678	10.658	197170.6	1
hs0107	21	20	20.096	0.26745	17	3119900	6421900	0	-1.7082	1.26	14.06	14.06	21.68	21.25	0.2216	0	0.2216	0	0	0.6514	10.658	170324.2	1
hs0107	22	21	20.1	0.26733	18	3067700	6818800	0	-1.7082	1.265	14.08	14.08	21.78	21.34	0.2223	0	0.2223	0	0	0.6611	10.658	186137.3	1
hs0107	23	22	20.105	0.26756	17	3078500	7024200	0	-1.7082	1.269	14.09	14.09	21.87	21.43	0.223	0	0.223	0	0	0.6609	10.658	185918.6	1
hs0107	24	23	20.109	0.26733	17	3084000	6769200	0	-1.7082	1.274	14.1	14.1	21.96	21.52	0.2237	0	0.2237	0	0	0.6561	10.658	177974.2	1
hs0107	25	24	20.114	0.26745	17	3122900	7099700	0	-1.7082	1.279	14.11	14.11	22.05	21.62	0.2244	0	0.2244	0	0	0.6623	10.658	188157	1
hs0107	26	25	20.118	0.26745	17	3096900	7008300	0	-1.7082	1.284	14.12	14.12	22.14	21.71	0.2251	0	0.2251	0	0	0.6596	10.658	183732.2	1
hs0107	27	26	20.123	0.26745	17	3065400	6862100	0	-1.7082	1.289	14.13	14.13	22.24	21.8	0.2258	0	0.2258	0	0	0.6568	10.658	179109	1
hs0107	28	27	20.127	0.26745	17	3090400	6980500	0	-1.7082	1.293	14.14	14.14	22.33	21.89	0.2265	0	0.2265	0	0	0.659	10.658	182827	1
hs0107	29	28	20.131	0.26745	17	3098300	7260000	0	-1.7082	1.298	14.16	14.16	22.42	21.98	0.2272	0	0.2272	0	0	0.6616	10.658	187018.9	1
hs0107	30	29	20.136	0.26745	17	3111700	7245400	0	-1.7082	1.303	14.17	14.17	22.51	22.07	0.2279	0	0.2279	0	0	0.66	10.658	184393	1
hs0107	31	30	20.14	0.26745	16	3011200	7254500	0	-1.7082	1.308	14.18	14.18	22.6	22.16	0.2286	0	0.2286	0	0	0.6575	10.658	180318.5	1
hs0107	32	31	20.145	0.26733	17	3176500	7170400	0	-1.7082	1.312	14.19	14.19	22.7	22.25	0.2293	0	0.2293	0	0	0.66	10.658	184462.9	1
hs0107	33	32	20.149	0.26756	16	3193400	7177100	0	-1.7082	1.317	14.2	14.2	22.79	22.34	0.23	0	0.23	0	0	0.657	10.658	179438.7	1
hs0107	34	33	20.154	0.26733	16	3042700	6531800	0	-1.7082	1.322	14.21	14.21	22.88	22.43	0.2308	0	0.2308	0	0	0.6463	10.658	161960.4	1
hs0107	35	34	20.158	0.26756	15	2912500	6738600	0	-1.7082	1.327	14.23	14.23	22.97	22.52	0.2315	0	0.2315	0	0	0.6473	10.658	163542	1
hs0107	36	35	20.163	0.26733	16	3138400	7122700	0	-1.7082	1.331	14.24	14.24	23.07	22.62	0.2322	0	0.2322	0	0	0.6531	10.658	173038.5	1
hs0107	37	36	20.167	0.26756	17	2893000	6857300	0	-1.7082	1.336	14.25	14.25	23.16	22.71	0.2329	0	0.2329	0	0	0.6585	10.658	181938	1
hs0107	38	37	20.172	0.26733	15	2884800	6284400	0	-1.7082	1.341	14.26	14.26	23.25	22.8	0.2336	0	0.2336	0	0	0.6415	10.658	154102.7	1
hs0107	39	38	20.176	0.26745	17	2906000	7131400	0	-1.7082	1.346	14.27	14.27	23.34	22.89	0.2343	0	0.2343	0	0	0.6583	10.658	181665.2	1
